"","entity_name","entity_type","num_appearances","org_type","CBO"
"563","recharge","ORG",172,NA,NA
"564","regional_statewide_interests_and_regulators","ORG",12,NA,NA
"565","regional_water_management_groups","ORG",10,NA,NA
"566","representatives_and","ORG",5,NA,NA
"567","representatives_and_alternate_representatives","ORG",11,NA,NA
"568","required","ORG",10,NA,NA
"569","responsibilities","ORG",19,NA,NA
"570","restoration_flows","ORG",13,NA,NA
"571","rotary_club","ORG",16,NA,NA
"572","rush","ORG",11,NA,NA
"573","soil_agricultural_groundwater_banking_index_data","ORG",9,NA,NA
"574","sustainable_groundwater_management_act_communications","ORG",13,NA,NA
"575","sustainable_groundwater_management_act_compliance","ORG",4,NA,NA
"576","sustainable_groundwater_management_act_coordination_requirements_pursuant","ORG",5,NA,NA
"577","sustainable_groundwater_management_act_coordinator","ORG",7,NA,NA
"578","sustainable_groundwater_management_act_portal","ORG",49,NA,NA
"579","sustainable_groundwater_management_act_subbasin_coordination_agency","ORG",5,NA,NA
"580","sjb","ORG",2,NA,NA
"581","san_joaquin_river_restoration_program_background_study","ORG",1,NA,NA
"582","sldmwa_member_agencies","ORG",3,NA,NA
"583","sldmwa_san_joaquin_riverec","ORG",2,NA,NA
"584","sldmwa_s_services_either","ORG",1,NA,NA
"585","sldwma","ORG",15,NA,NA
"586","san_joaquin_formation","ORG",39,NA,NA
"587","san_joaquin_levee_district","GPE",1,NA,NA
"588","san_joaquin_river_basin","GPE",8,NA,NA
"589","san_joaquin_river_exchange_contractors","GPE",10,NA,NA
"590","san_joaquin_valley_air_pollution_control_district","GPE",1,NA,NA
"591","san_joaquin_valleys","GPE",11,NA,NA
"592","san_luis","GPE",33,NA,NA
"593","san_luis_creek","GPE",13,NA,NA
"594","san_luis_creeks","GPE",6,NA,NA
"595","san_mateo","GPE",11,NA,NA
"596","santa_nella_county_water_district","GPE",12,NA,NA
"597","satellite_interferometric_synthetic_aperture_radar","ORG",1,NA,NA
"598","service_districts","ORG",12,NA,NA
"599","shasta_critical_years","ORG",14,NA,NA
"600","shasta_reservoir","ORG",8,NA,NA
"601","sierra_nevadan","ORG",6,NA,NA
"602","sneed_et_al","ORG",7,NA,NA
"603","southern_california","ORG",18,NA,NA
"604","spanish","ORG",12,NA,NA
"605","spatial","ORG",8,NA,NA
"606","spatial_data_gaps","ORG",4,NA,NA
"607","speakers_bureau","ORG",12,NA,NA
"608","spring_2013","ORG",7,NA,NA
"609","stakeholder_engagement_for_sustainable_groundwater_management_act_implementation_community_water_center","ORG",7,NA,NA
"610","standard_operating_procedures","ORG",34,NA,NA
"611","state_highways_132","ORG",6,NA,NA
"612","state_water_projects","ORG",6,NA,NA
"613","storage_cross_check_groundwater","ORG",7,NA,NA
"614","subarticle_2_basin_setting","ORG",7,NA,NA
"615","subarticle_3","ORG",13,NA,NA
"616","subarticle_4_of_article_5","ORG",7,NA,NA
"617","subbasin_data_management_system","ORG",28,NA,NA
"618","subbasin_working_groups","ORG",6,NA,NA
"619","subgroup_representatives","ORG",5,NA,NA
"620","success","ORG",46,NA,NA
"621","success_factors","ORG",12,NA,NA
"622","surface_groundwater_nexus","ORG",12,NA,NA
"623","surface_water_acquisition_programs","ORG",1,NA,NA
"624","surface_water_delivery_projects","ORG",1,NA,NA
"625","sustainability","ORG",110,NA,NA
"626","sustainability_indicators_aliso_water_district","ORG",1,NA,NA
"627","sustainability_indicators_density_of","ORG",5,NA,NA
"628","sustainability_projects","ORG",1,NA,NA
"629","total_dissolved_solids","ORG",536,NA,NA
"630","table_corcoran_clay12_and_table_corcoran_clay13","ORG",5,NA,NA
"631","table_corcoran_clay7","ORG",5,NA,NA
"632","table_numbers","ORG",2,NA,NA
"633","technical_memoranda_4","ORG",5,NA,NA
"634","technical_memorandum","ORG",203,NA,NA
"635","temperance_flat","ORG",2,NA,NA
"636","temporal_data_gaps","ORG",3,NA,NA
"637","tetra_tech","ORG",9,NA,NA
"638","tetra_tech_studies","ORG",1,NA,NA
"639","aliso_water_district_groundwater_sustainability_agency_s","ORG",1,NA,NA
"640","background_study_percent","ORG",1,NA,NA
"641","california_department_of_transportation","ORG",57,NA,NA
"642","central_valley_floor","ORG",6,NA,NA
"643","central_valley_salt_and_nitrate_management_plan","ORG",5,NA,NA
"644","comprehensive_environmental_response_compensation","ORG",12,NA,NA
"645","coordination_committee_technical_and_communications_working_groups","ORG",5,NA,NA
"646","delta_mendota_communications_working_group","ORG",5,NA,NA
"647","delta_mendota_subbasin_coordination_agreement","ORG",12,NA,NA
"648","delta_mendota_technical_working_group","ORG",15,NA,NA
"649","delta_mendota_subbasin_situation_assessment","ORG",12,NA,NA
"650","federal_insecticide_fungicide","ORG",11,NA,NA
"651","fresno_county_general_plan","ORG",21,NA,NA
"652","general_plans","ORG",138,NA,NA
"653","irrigated_lands_program","ORG",27,NA,NA
"654","madera_county_elevation_monitoring_statewide_groundwater_elevation_monitoring","ORG",1,NA,NA
"655","mendota_pool_pumpers_group","ORG",1,NA,NA
"656","merced_farm_bureau","ORG",16,NA,NA
"657","resource_conservation_and_recovery_act","ORG",9,NA,NA
"658","state_board","ORG",798,NA,NA
"659","toxic_substances_control_act","ORG",5,NA,NA
"660","united_states_united_states_united_states_united_states_united_states_geological_survey_groundwater_technical_procedures","ORG",12,NA,NA
"661","united_states_united_states_united_states_united_states_united_states_geological_survey_national_field_manual","ORG",17,NA,NA
"662","us_us_us_us_us_environmental_protection_agency","ORG",44,NA,NA
"663","upper_aquifer","ORG",37,NA,NA
"664","threatened","ORG",11,NA,NA
"665","threshold_measurement_methods_regulation_requirements","ORG",1,NA,NA
"666","traction_ranch","ORG",7,NA,NA
"667","transmissivity","ORG",63,NA,NA
"668","trichocorixa","ORG",7,NA,NA
"669","unavco_continuous_global_positioning_system","ORG",4,NA,NA
"670","army_united_states_army_united_states_army_corps_of_engineers","ORG",26,NA,NA
"671","united_states_united_states_united_states_bureau_of_reclamation_united_states_united_states_army_united_states_army_united_states_army_united_states_army_corps_of_engineers","ORG",1,NA,NA
"672","department_of_agriculture","ORG",138,NA,NA
"673","united_states_united_states_united_states_geological_survey_national_field_manual","ORG",13,NA,NA
"674","united_states_united_states_united_states_geological_survey_water_supply_paper_2175","ORG",13,NA,NA
"675","us_census_bureau_s","ORG",10,NA,NA
"676","us_department","ORG",36,NA,NA
"677","us_fish_and_wildlife_service","ORG",29,NA,NA
"678","united_states_united_states_united_states_geological_survey_professional_paper","ORG",12,NA,NA
"679","undesirable_results","ORG",5,NA,NA
"680","united_states_census","ORG",19,NA,NA
"681","university_navstar","ORG",13,NA,NA
"682","upper_aquifer_groundwater_levels_and_groundwater_storage_threshold_development_regulation_requirements","ORG",1,NA,NA
"683","upper_aquifer_groundwater_storage_water","ORG",1,NA,NA
"684","upper_aquifer_overdraft_change","ORG",2,NA,NA
"685","upper_aquifer_sustainable_yield_estimate_methodologies","ORG",6,NA,NA
"686","vegetative_groundwater_dependent_ecosystem","ORG",5,NA,NA
"687","via_ca_dept","ORG",9,NA,NA
"688","vineyards_orchard","ORG",6,NA,NA
"689","vireo_birds_vireo","ORG",5,NA,NA
"690","virginia_rail","ORG",6,NA,NA
"691","water_data_library","ORG",215,NA,NA
"692","wse","ORG",16,NA,NA
"693","wy2005","ORG",17,NA,NA
"694","wy2015","ORG",71,NA,NA
"695","waste_discharge_requirements","ORG",45,NA,NA
"696","water_agencies","ORG",14,NA,NA
"697","water_quality_for_agriculture","ORG",1,NA,NA
"698","water_resources","ORG",100,NA,NA
"699","weather_water_project","ORG",1,NA,NA
"700","well_completion_report_map_application","ORG",15,NA,NA
"701","westside_groundwater_sustainability_plan","ORG",6,NA,NA
"702","woodard_curran","ORG",125,NA,NA
"703","woodard_curran_provost_pritchard","ORG",7,NA,NA
"704","work_of_subcommittees_and","ORG",5,NA,NA
"705","workgroups_the_coordination_committee","ORG",5,NA,NA
"706","a_aliso_water_district","ORG",7,NA,NA
"707","a_coordination_committee","ORG",13,NA,NA
"708","a_national_aeronautics_and_space_administration_jet_propulsion_laboratory","ORG",7,NA,NA
"709","a_upper_aquifer","ORG",6,NA,NA
"710","albifrons_goose","ORG",5,NA,NA
"711","andrewgarciasldmwaorg","ORG",7,NA,NA
"712","c_fresno_management_areas_a_b","ORG",7,NA,NA
"713","c_northern_central_delta_mendota_regions_groundwater_sustainability_plan","ORG",7,NA,NA
"714","county_farm","ORG",10,NA,NA
"715","e_northern_central_delta_mendota","ORG",7,NA,NA
"716","e_northern_central_delta_mendota_regions","ORG",7,NA,NA
"717","for","ORG",20,NA,NA
"718","httpsgmawatercagovbasinmodbasinrequestpreview23","GPE",3,NA,NA
"719","httpwwwprismoregonstateedu","GPE",1,NA,NA
"720","httpwwwrestoresjrnetmonitoringdatasubsidencemonitoring_maps","GPE",1,NA,NA
"721","i_aerial","ORG",7,NA,NA
"722","i_spring_2003","ORG",6,NA,NA
"723","i_upper","ORG",7,NA,NA
"724","most","ORG",12,NA,NA
"725","or","ORG",1,NA,NA
"726","post","ORG",7,NA,NA
"727","precipitation_data","ORG",180,NA,NA
"728","s","ORG",14,NA,NA
"729","subbasin_sustainable_groundwater_management_act","ORG",15,NA,NA
"730","aliso_water_district_office","ORG",1,NA,NA
"731","applications_to_appropriate_water","ORG",1,NA,NA
"732","bifurcation_structure","ORG",2,NA,NA
"733","bureau_for_reclamation_s","ORG",1,NA,NA
"734","united_states_united_states_united_states_united_states_bureau_of_reclamation","ORG",71,NA,NA
"735","customs_and_border_protection_station","ORG",2,NA,NA
"736","central_valleyp_friant_system","ORG",1,NA,NA
"737","california_division_of_drinking_water","ORG",31,NA,NA
"738","california_elevation_monitoring","ORG",67,NA,NA
"739","california_health_and_safety_code","ORG",44,NA,NA
"740","california_institute_of_technology","ORG",7,NA,NA
"741","irrigation_management_information_system","ORG",320,NA,NA
"742","statewide_groundwater_elevation_monitoring_program","ORG",79,NA,NA
"743","california_statewide_median_household_income","ORG",5,NA,NA
"744","central_california_irrigation_district_s","ORG",1,NA,NA
"745","chowchilla_bifurcation_structure_to_sand_slough","ORG",1,NA,NA
"746","chowchilla_bypass_water_rights","ORG",1,NA,NA
"747","chowchilla_canal_bypass","ORG",1,NA,NA
"748","chowchilla_subbasin","ORG",274,NA,NA
"749","city_of_stockton","GPE",35,NA,NA
"750","communication","ORG",31,NA,NA
"751","coms_plan_s","ORG",12,NA,NA
"752","coordinate_committee","ORG",6,NA,NA
"753","coordinated_delta_mendota_water_budget","ORG",2,NA,NA
"754","coordination_committee_and_coordination_agreement","ORG",7,NA,NA
"755","coordination_committee_of_the_authorization","ORG",5,NA,NA
"756","cosumnes_subbasin","ORG",109,NA,NA
"757","cottonwood_creek_recharge_project","ORG",3,NA,NA
"758","county_of","GPE",38,NA,NA
"759","county_of_madera","GPE",84,NA,NA
"760","county_of_merced","GPE",34,NA,NA
"761","current_conditions_water_budget","ORG",6,NA,NA
"762","department_of_water_resources_california_simulation_of_evapotranspiration_of_applied_water","ORG",3,NA,NA
"763","del_puerto_water_district","ORG",54,NA,NA
"764","delta_mendota_hydrogeological_conceptual_model","ORG",7,NA,NA
"765","delta_mendota_plan_manager","ORG",1,NA,NA
"766","department_monitoring","ORG",14,NA,NA
"767","department_regulation_requirements","ORG",5,NA,NA
"768","district_groundwater_sustainability_agency","ORG",11,NA,NA
"769","district_s_board_of_directors","ORG",14,NA,NA
"770","east_stanislaus","ORG",5,NA,NA
"771","element","ORG",13,NA,NA
"772","fresno_slough_reach","ORG",1,NA,NA
"773","groundwater_sustainability_agency","ORG",7819,NA,NA
"774","groundwater_sustainability_agency_board","ORG",409,NA,NA
"775","groundwater_sustainability_plan_group_alternate","ORG",5,NA,NA
"776","groundwater_sustainability_plan_group_representatives_and_alternate_representatives","ORG",5,NA,NA
"777","grassland_drainage_area_coalition","ORG",7,NA,NA
"778","herminghaus_agreement","ORG",1,NA,NA
"779","hydrogeologic_conceptual_model_water_budget","ORG",16,NA,NA
"780","integrated_water_flow_model","ORG",114,NA,NA
"781","interim_flows","ORG",7,NA,NA
"782","interior_bureau_of_bureau_of_bureau_of_bureau_of_indian_affairs","ORG",6,NA,NA
"783","monitoring_network","ORG",182,NA,NA
"784","monitoring_network_and_identification_of_data_gaps_best_management_practice","ORG",11,NA,NA
"785","natural_communities_dataset_viewer","ORG",6,NA,NA
"786","north_american_vertical_datum","ORG",98,NA,NA
"787","northern_central_delta_mendota_groundwater_sustainability_plan","ORG",9,NA,NA
"788","northern_central_delta_mendota_region_groundwater_sustainability_plan","ORG",13,NA,NA
"789","northern_central_delta_mendota_region_groundwater_sustainability_plan_group","ORG",13,NA,NA
"790","pew_research_center","ORG",12,NA,NA
"791","plan_s","ORG",4,NA,NA
"792","planning_and_conservation_league","ORG",12,NA,NA
"793","projects_and_management_action_ad_hoc_committee","ORG",1,NA,NA
"794","projects_and_management_actions_ad_hoc_committee","ORG",1,NA,NA
"795","prop_1_sustainable_groundwater_planning_grant","ORG",12,NA,NA
"796","public_utilities_commission","ORG",99,NA,NA
"797","ralph_m_brown_act_54950","ORG",5,NA,NA
"798","regional_boards","ORG",39,NA,NA
"799","regional_water_quality_control_board","ORG",533,NA,NA
"800","regional_water_quality_control_boards","ORG",56,NA,NA
"801","san_joaquin_riverec_groundwater_sustainability_agency","ORG",121,NA,NA
"802","san_joaquin_riverrp_evaluation_of_the_effect_of_subsidence","ORG",1,NA,NA
"803","sldmwa_administration_offices","ORG",3,NA,NA
"804","san_benito_county_water_district_groundwater_sustainability_agency","ORG",37,NA,NA
"805","san_luis_canal_company_s","ORG",1,NA,NA
"806","san_luis_drain","ORG",16,NA,NA
"807","santa_clara_valley_water_district","ORG",95,NA,NA
"808","settlement_hydrograph","ORG",1,NA,NA
"809","soil_agricultural_groundwater_banking","ORG",77,NA,NA
"810","spreckels_sugar_company","ORG",15,NA,NA
"811","state_environmental_laboratory_accreditation_program","ORG",26,NA,NA
"812","state_of","ORG",16,NA,NA
"813","subsidence_mapping_method","ORG",1,NA,NA
"814","sustainable_management_of_groundwater_monitoring_protocols","ORG",15,NA,NA
"815","sustainable_management_of_groundwater_sustainable_management_criteria_best_management_practice","ORG",1,NA,NA
"816","sustainable_management_of_groundwater_water_budget","ORG",5,NA,NA
"817","technical_memoranda_and_coordination_agreement","ORG",5,NA,NA
"818","technical_memorandums","ORG",8,NA,NA
"819","temperance_flat_rm","ORG",1,NA,NA
"820","tracy_fish_collection_facility","ORG",8,NA,NA
"821","tranquillity_irrigation_district","ORG",7,NA,NA
"822","united_states_united_states_united_states_united_states_united_states_bureau_of_reclamation","GPE",1,NA,NA
"823","us_army_united_states_army_united_states_army_united_states_army_united_states_army_corps_of_engineers_corps","ORG",2,NA,NA
"824","us_united_states_united_states_united_states_united_states_bureau_of_reclamation","ORG",74,NA,NA
"825","us_united_states_united_states_united_states_united_states_bureau_of_reclamation_bureau","ORG",1,NA,NA
"826","us_census_american_community_survey","ORG",10,NA,NA
"827","us_united_states_united_states_united_states_united_states_department_of_agriculture_s","ORG",1,NA,NA
"828","us_departments","ORG",3,NA,NA
"829","upper_san_joaquin_river_basin_storage_investigation","ORG",1,NA,NA
"830","upper_and_lower_aquifer","ORG",38,NA,NA
"831","water_boards","ORG",53,NA,NA
"832","westside_san_joaquin","ORG",12,NA,NA
"833","westside_san_joaquin_river_watershed_coalition","ORG",7,NA,NA
"834","subbasin_groundwater_sustainability_agency_boards","ORG",12,NA,NA
"835","this_best_management_practice","ORG",30,NA,NA
"836","to_achieve_sustainability","ORG",23,NA,NA
"837","to_address_lack_of_unanimity_of_the_coordination_agreement","ORG",6,NA,NA
"838","𝛥wl_a_where_sy","ORG",2,NA,NA
"839","westlands_water_district","ORG",151,NA,NA
"840","asr","ORG",184,NA,NA
"841","westlands","GPE",120,NA,NA
"842","san_luis_canal","ORG",69,NA,NA
"843","draft","ORG",899,NA,NA
"844","westside_subbasin_groundwater_model","ORG",44,NA,NA
"845","cantua_creek","GPE",34,NA,NA
"846","kings_county","GPE",184,NA,NA
"847","kings","GPE",169,NA,NA
"848","huron","GPE",30,NA,NA
"849","westlands_groundwater_sustainability_agency","ORG",30,NA,NA
"850","westlands_water_district_groundwater_sustainability_agency","ORG",59,NA,NA
"851","natural_communities","GPE",200,NA,NA
"852","mou","ORG",695,NA,NA
"853","central_valley_hydrologic_model","ORG",163,NA,NA
"854","el_porvenir","GPE",20,NA,NA
"855","advisory_committee","ORG",1128,NA,NA
"856","electrical_conductivity","ORG",139,NA,NA
"857","no_climate_change","ORG",21,NA,NA
"858","naval_air_station_lemoore","ORG",25,NA,NA
"859","kings_counties","GPE",30,NA,NA
"860","upper","ORG",33,NA,NA
"861","measurable_objectives","GPE",144,NA,NA
"862","gps","ORG",280,NA,NA
"863","north_fork_kings_groundwater_sustainability_agency","ORG",1532,NA,NA
"864","technical_advisory_committee","ORG",442,NA,NA
"865","sfr","ORG",195,NA,NA
"866","project_and_management_action","ORG",32,NA,NA
"867","division_of_drinking_water","ORG",510,NA,NA
"868","isw","ORG",957,NA,NA
"869","regional_board","ORG",183,NA,NA
"870","tulare","GPE",358,NA,NA
"871","los_angeles","GPE",286,NA,NA
"872","rmw","ORG",278,NA,NA
"873","sub","ORG",21,NA,NA
"874","hydrogeologic_conceptualization_report","ORG",9,NA,NA
"875","modflow","ORG",674,NA,NA
"876","markov","ORG",15,NA,NA
"877","avenal","ORG",7,NA,NA
"878","kc","ORG",121,NA,NA
"879","lak","ORG",22,NA,NA
"880","luhdorff_and_scalmanini_consulting_engineers","ORG",104,NA,NA
"881","natural_resources_conservation_service","ORG",361,NA,NA
"882","ntu","ORG",34,NA,NA
"883","city_of_huron","GPE",9,NA,NA
"884","backflush","ORG",7,NA,NA
"885","caldwell","ORG",61,NA,NA
"886","calflax","GPE",6,NA,NA
"887","federal_standards","ORG",32,NA,NA
"888","layer_property_flow","ORG",8,NA,NA
"889","los_gatos_creek","GPE",32,NA,NA
"890","national_environmental_policy_act","ORG",207,NA,NA
"891","subsectiona","ORG",6,NA,NA
"892","boundary_flow_scenario","ORG",6,NA,NA
"893","natural_communities_commonly_associated_with_groundwater_dataset","ORG",130,NA,NA
"894","water_well_standards","ORG",10,NA,NA
"895","astm","ORG",32,NA,NA
"896","charleston","GPE",6,NA,NA
"897","dms","ORG",85,NA,NA
"898","farm_process","ORG",54,NA,NA
"899","fresno_county_s","GPE",11,NA,NA
"900","groundwater_management_plan","ORG",280,NA,NA
"901","county_of_fresno_groundwater_sustainability_agency","ORG",5,NA,NA
"902","kettleman_city","GPE",17,NA,NA
"903","kettleman_hills","GPE",40,NA,NA
"904","portland","GPE",24,NA,NA
"905","reno","GPE",8,NA,NA
"906","stakeholder_communication_and_engagement_plan","ORG",99,NA,NA
"907","county_of_fresno","GPE",75,NA,NA
"908","variable_infiltration_capacity","ORG",193,NA,NA
"909","agriculture","ORG",34,NA,NA
"910","aquifer_storage_and_recovery","ORG",461,NA,NA
